IN0208xa_record.csv,0.998,7.1,0.32
IN0345xa_record.csv,1.017,6.2,0.44
IN0393xa_record.csv,0.978,6,0.6
IN0410xa_record.csv,1.024,6,0.3
IN0046xa_record.csv,1.033,6.3,0.355
IN0213xa_record.csv,1.034,6,0.465
IN0358xa_record.csv,0.966,5.6,0.56
IN0116xa_record.csv,1.039,6.4,0.595
IN0022xa_record.csv,0.961,6.6,0.295
IN0316xa_record.csv,0.953,6,0.6
IN0336xa_record.csv,0.951,6.2,0.555
IN0123xa_record.csv,0.947,6.4,0.6
IN0157xa_record.csv,1.063,5.8,0.32
IN0221xa_record.csv,0.939,5.6,0.39
IN0310xa_record.csv,1.069,7.1,0.515
IN0273xa_record.csv,1.073,6.2,0.41
IN0124xa_record.csv,0.931,6.4,0.445
IN0252xa_record.csv,1.082,5.9,0.6
IN0007xa_record.csv,0.92,5.9,0.435
IN0315xa_record.csv,0.907,6,0.445
IN0072xa_record.csv,1.114,6.1,0.26
IN0350xa_record.csv,1.116,5.5,0.36
IN0142xa_record.csv,0.894,6.2,0.305
IN0035xa_record.csv,1.123,6.1,0.325
IN0383xa_record.csv,1.129,6,0.235
IN0385xa_record.csv,1.14,6,0.52
IN0011xa_record.csv,0.868,5.5,0.6
IN0272xa_record.csv,0.868,6.2,0.44
IN0019xa_record.csv,1.154,6.6,0.425
IN0122xa_record.csv,0.865,6.4,0.6
IN0284xa_record.csv,0.865,5.9,0.6
IN0115xa_record.csv,0.86,6.5,0.595
IN0305xa_record.csv,0.856,6.3,0.545
IN0344xa_record.csv,1.172,6.2,0.345
IN0158xa_record.csv,0.852,5.8,0.225
IN0292xa_record.csv,1.186,5.7,0.465
IN0271xa_record.csv,0.838,6.2,0.32
IN0043xa_record.csv,0.838,6.6,0.335
IN0244xa_record.csv,0.832,6.6,0.465
IN0391xa_record.csv,0.829,6,0.415
IN0037xa_record.csv,1.207,6.1,0.235
IN0455xa_record.csv,1.212,6.9,0.35
IN0436xa_record.csv,1.216,6,0.215
IN0082xa_record.csv,0.821,6,0.6
IN0379xa_record.csv,1.221,5.3,0.6
IN0407xa_record.csv,1.221,5.1,0.385
IN0021xa_record.csv,0.814,6.6,0.42
IN0153xa_record.csv,0.806,5.5,0.555
IN0426xa_record.csv,1.248,5.9,0.6
IN0212xa_record.csv,1.25,6,0.335
IN0439xa_record.csv,1.254,6,0.365
IN0169xa_record.csv,1.272,6.3,0.29
IN0114xa_record.csv,0.783,6.5,0.6
