IN0001xa_record.csv,5.6,0.23
IN0002xa_record.csv,5.6,0.53
IN0003xa_record.csv,6.2,1.05
IN0004xa_record.csv,6.2,1.62
IN0005xa_record.csv,5.6,0.85
IN0006xa_record.csv,5.6,0.97
IN0007xa_record.csv,5.9,1.07
IN0008xa_record.csv,5.9,0.47
IN0009xa_record.csv,5.6,1.03
IN0010xa_record.csv,5.6,0.56
IN0011xa_record.csv,5.5,0.81
IN0012xa_record.csv,5.5,1.12
IN0013xa_record.csv,5.7,1.81
IN0014xa_record.csv,6.4,2.21
IN0015xa_record.csv,5.6,0.22
IN0016xa_record.csv,5.2,0.38
IN0017xa_record.csv,5.7,0.34
IN0018xa_record.csv,5.7,3
IN0019xa_record.csv,6.6,2.39
IN0020xa_record.csv,6.6,0.59
IN0021xa_record.csv,6.6,0.42
IN0022xa_record.csv,6.6,0.29
IN0023xa_record.csv,6.6,0.15
IN0024xa_record.csv,5.1,2.93
IN0025xa_record.csv,5.1,0.11
IN0026xa_record.csv,5.1,0.14
IN0027xa_record.csv,5.1,0.08
IN0028xa_record.csv,5.1,0.19
IN0029xa_record.csv,5.1,0.38
IN0030xa_record.csv,5.1,0.26
IN0031xa_record.csv,5.5,1.16
IN0032xa_record.csv,5.5,0.33
IN0033xa_record.csv,5.5,0.32
IN0034xa_record.csv,6.1,1.37
IN0035xa_record.csv,6.1,1.34
IN0036xa_record.csv,6.1,0.66
IN0037xa_record.csv,6.1,2.81
IN0038xa_record.csv,6.1,0.32
IN0039xa_record.csv,6.6,0.7
IN0040xa_record.csv,6.6,1.09
IN0041xa_record.csv,6.6,0.33
IN0042xa_record.csv,6.6,0.34
IN0043xa_record.csv,6.6,0.33
IN0044xa_record.csv,6.6,1.9
IN0045xa_record.csv,6.3,0.29
IN0046xa_record.csv,6.3,0.36
IN0047xa_record.csv,5.7,0.47
IN0048xa_record.csv,5.7,0.24
IN0049xa_record.csv,5.7,0.71
IN0050xa_record.csv,6.6,0.52
IN0051xa_record.csv,6.6,1.13
IN0052xa_record.csv,5.4,0.39
IN0053xa_record.csv,5.4,0.44
IN0054xa_record.csv,5.4,0.11
IN0055xa_record.csv,5.4,0.36
IN0056xa_record.csv,5.9,2.17
IN0057xa_record.csv,5.9,0.82
IN0058xa_record.csv,5.7,0.38
IN0059xa_record.csv,5.7,1.37
IN0060xa_record.csv,5.7,0.16
IN0061xa_record.csv,5.7,0.17
IN0062xa_record.csv,5.7,0.28
IN0063xa_record.csv,5.5,0.37
IN0064xa_record.csv,5.5,0.25
IN0065xa_record.csv,5.5,0.1
IN0066xa_record.csv,5.5,0.12
IN0067xa_record.csv,5.5,0.38
IN0068xa_record.csv,6.1,0.1
IN0069xa_record.csv,6.1,0.63
IN0070xa_record.csv,6.1,1.25
IN0071xa_record.csv,6.1,1.08
IN0072xa_record.csv,6.1,0.27
IN0073xa_record.csv,6.1,0.41
IN0074xa_record.csv,6.1,0.19
IN0075xa_record.csv,5.4,0.49
IN0076xa_record.csv,5.4,0.72
IN0077xa_record.csv,5.4,0.38
IN0078xa_record.csv,5.4,0.22
IN0079xa_record.csv,5.4,0.71
IN0080xa_record.csv,6,0.52
IN0081xa_record.csv,6,0.75
IN0082xa_record.csv,6,0.61
IN0083xa_record.csv,6,0.64
IN0084xa_record.csv,6,1.85
IN0085xa_record.csv,6,0.18
IN0086xa_record.csv,6,0.39
IN0087xa_record.csv,5.8,0.24
IN0088xa_record.csv,5.8,0.55
IN0089xa_record.csv,5.8,0.53
IN0090xa_record.csv,5.8,0.82
IN0091xa_record.csv,5.8,0.27
IN0092xa_record.csv,5.8,0.23
IN0093xa_record.csv,5.8,0.29
IN0094xa_record.csv,5.5,0.9
IN0095xa_record.csv,5.5,0.1
IN0096xa_record.csv,5.5,0.16
IN0097xa_record.csv,5.5,0.38
IN0098xa_record.csv,5.9,1.04
IN0099xa_record.csv,5.9,2.34
IN0100xa_record.csv,5.9,1.96
IN0101xa_record.csv,5.9,0.21
IN0102xa_record.csv,6.6,1.68
IN0103xa_record.csv,6.4,1.34
IN0104xa_record.csv,5,0.65
IN0105xa_record.csv,5.2,0.64
IN0106xa_record.csv,5.2,0.2
IN0107xa_record.csv,5.2,0.28
IN0108xa_record.csv,5.2,0.24
IN0109xa_record.csv,5.2,0.24
IN0110xa_record.csv,5.2,0.11
IN0111xa_record.csv,5.1,0.4
IN0112xa_record.csv,6.5,0.6
IN0113xa_record.csv,6.5,1.93
IN0114xa_record.csv,6.5,2.36
IN0115xa_record.csv,6.5,2.34
IN0116xa_record.csv,6.4,2.62
IN0117xa_record.csv,6.4,0.34
IN0118xa_record.csv,6.4,0.37
IN0119xa_record.csv,6.4,2.95
IN0120xa_record.csv,6.4,3
IN0121xa_record.csv,6.4,2.98
IN0122xa_record.csv,6.4,2.6
IN0123xa_record.csv,6.4,2.22
IN0124xa_record.csv,6.4,2.28
IN0125xa_record.csv,5.1,0.54
IN0126xa_record.csv,5.3,0.69
IN0127xa_record.csv,5.3,0.77
IN0128xa_record.csv,5.3,1.13
IN0129xa_record.csv,5.3,0.51
IN0130xa_record.csv,5.3,0.68
IN0131xa_record.csv,5.3,0.15
IN0132xa_record.csv,5.3,0.27
IN0133xa_record.csv,5.3,0.26
IN0134xa_record.csv,5.3,0.34
IN0135xa_record.csv,5.3,0.26
IN0136xa_record.csv,6.7,0.35
IN0137xa_record.csv,6.7,1.06
IN0138xa_record.csv,6.7,1.39
IN0139xa_record.csv,6.9,2.26
IN0140xa_record.csv,6.9,1.06
IN0141xa_record.csv,6.9,2.86
IN0142xa_record.csv,6.2,1.16
IN0143xa_record.csv,6.2,0.7
IN0144xa_record.csv,6.2,0.3
IN0145xa_record.csv,6.2,0.65
IN0146xa_record.csv,6.2,0.5
IN0147xa_record.csv,5.1,0.16
IN0148xa_record.csv,5.2,0.45
IN0149xa_record.csv,5,0.46
IN0150xa_record.csv,5,0.46
IN0151xa_record.csv,5,0.46
IN0152xa_record.csv,5,0.38
IN0153xa_record.csv,5.5,1.83
IN0154xa_record.csv,6.6,1.91
IN0155xa_record.csv,6.6,2.15
IN0156xa_record.csv,5.8,0.52
IN0157xa_record.csv,5.8,0.38
IN0158xa_record.csv,5.8,0.23
IN0159xa_record.csv,5.4,0.21
IN0160xa_record.csv,5.2,0.13
IN0161xa_record.csv,5.6,0.17
IN0162xa_record.csv,5.2,0.24
IN0163xa_record.csv,5,0.35
IN0164xa_record.csv,5,0.47
IN0165xa_record.csv,6.3,1.11
IN0166xa_record.csv,6.3,0.97
IN0167xa_record.csv,6.3,1.66
IN0168xa_record.csv,6.3,0.58
IN0169xa_record.csv,6.3,0.29
IN0170xa_record.csv,5.1,0.47
IN0171xa_record.csv,5.1,0.64
IN0172xa_record.csv,5.1,1.1
IN0173xa_record.csv,5.1,0.28
IN0174xa_record.csv,5,0.26
IN0175xa_record.csv,5,1.7
IN0176xa_record.csv,5,0.21
IN0177xa_record.csv,5,0.09
IN0178xa_record.csv,5.6,0.28
IN0179xa_record.csv,5.6,1.77
IN0180xa_record.csv,5.6,0.25
IN0181xa_record.csv,5.6,0.33
IN0182xa_record.csv,5.6,0.79
IN0183xa_record.csv,5.6,0.85
IN0184xa_record.csv,5.6,0.25
IN0185xa_record.csv,5.6,1.03
IN0186xa_record.csv,5.4,0.66
IN0187xa_record.csv,5.4,0.71
IN0188xa_record.csv,5.4,1.84
IN0189xa_record.csv,5.4,0.99
IN0190xa_record.csv,5.4,0.63
IN0191xa_record.csv,5.4,0.9
IN0192xa_record.csv,5.4,0.34
IN0193xa_record.csv,5.4,0.91
IN0194xa_record.csv,5.3,0.18
IN0195xa_record.csv,5.3,0.4
IN0196xa_record.csv,5.3,1.72
IN0197xa_record.csv,5.3,0.16
IN0198xa_record.csv,5.3,0.16
IN0199xa_record.csv,5.3,0.36
IN0200xa_record.csv,5.3,0.38
IN0201xa_record.csv,5.1,0.56
IN0202xa_record.csv,5.1,0.71
IN0203xa_record.csv,5.1,0.3
IN0204xa_record.csv,5.1,0.3
IN0205xa_record.csv,5.1,0.23
IN0206xa_record.csv,7.1,1.4
